timestamp, kwh, co2
17-11-2008 00:00, 50.555, 9.858225
18-11-2008 00:00, 152.372, 29.71254
19-11-2008 00:00, 110.343, 21.516885
20-11-2008 00:00, 169.758, 33.10281
21-11-2008 00:00, 201.607, 39.313365
22-11-2008 00:00, 181.543, 35.400885
23-11-2008 00:00, 113.139, 22.062105
24-11-2008 00:00, 36.006, 7.02117
25-11-2008 00:00, 162.595, 31.706025
26-11-2008 00:00, 175.78, 34.2771
27-11-2008 00:00, 194.544, 37.93608
28-11-2008 00:00, 196.976, 38.41032
29-11-2008 00:00, 263.023, 51.289485
30-11-2008 00:00, 264.68, 51.6126
01-12-2008 00:00, 85.506, 16.67367
02-12-2008 00:00, 206.017, 40.173315
03-12-2008 00:00, 209.022, 40.75929
04-12-2008 00:00, 226.82, 44.2299
05-12-2008 00:00, 183.695, 35.820525
06-12-2008 00:00, 248.427, 48.443265
07-12-2008 00:00, 254.242, 49.57719
08-12-2008 00:00, 110.232, 21.49524
09-12-2008 00:00, 79.438, 15.49041
10-12-2008 00:00, 207.423, 40.447485
09-02-2009 00:00, 145.932, 28.45674
10-02-2009 00:00, 94.185, 18.366075
11-02-2009 00:00, 124.676, 24.31182
12-02-2009 00:00, 115.402, 22.50339
13-02-2009 00:00, 144.22, 28.1229
14-02-2009 00:00, 112.235, 21.885825
15-02-2009 00:00, 227.292, 44.32194
16-02-2009 00:00, 120.445, 23.486775
17-02-2009 00:00, 198.239, 38.656605
18-02-2009 00:00, 130.803, 25.506585
19-02-2009 00:00, 173.692, 33.86994
20-02-2009 00:00, 33.018, 6.43851
21-02-2009 00:00, 143.421, 27.967095
22-02-2009 00:00, 178.266, 34.76187
23-02-2009 00:00, 207.885, 40.537575
24-02-2009 00:00, 196.398, 38.29761
25-02-2009 00:00, 162.441, 31.675995
26-02-2009 00:00, 185.037, 36.082215
27-02-2009 00:00, 95.897, 18.699915
28-02-2009 00:00, 35.399, 6.902805
01-03-2009 00:00, 204.459, 39.869505
02-03-2009 00:00, 205.164, 40.00698
03-03-2009 00:00, 220.96, 43.0872
04-03-2009 00:00, 208.07, 40.57365
05-03-2009 00:00, 53.619, 10.455705
06-03-2009 00:00, 82.013, 15.992535
07-03-2009 00:00, 161.981, 31.586295
08-03-2009 00:00, 177.854, 34.68153
09-03-2009 00:00, 178.202, 34.74939
10-03-2009 00:00, 158.821, 30.970095
11-03-2009 00:00, 156.734, 30.56313
12-03-2009 00:00, 174.965, 34.118175
13-03-2009 00:00, 141.125, 27.519375
14-03-2009 00:00, 132.174, 25.77393
15-03-2009 00:00, 231.097, 45.063915
16-03-2009 00:00, 190.74, 37.1943
17-03-2009 00:00, 205.608, 40.09356
18-03-2009 00:00, 191.972, 37.43454
19-03-2009 00:00, 190.408, 37.12956
20-03-2009 00:00, 167.658, 32.69331
21-03-2009 00:00, 187.504, 36.56328
22-03-2009 00:00, 211.278, 41.19921
23-03-2009 00:00, 223.52, 43.5864
24-03-2009 00:00, 256.723, 50.060985
25-03-2009 00:00, 259.498, 50.60211
26-03-2009 00:00, 256.011, 49.922145
27-03-2009 00:00, 206.837, 40.333215
28-03-2009 00:00, 206.721, 40.310595
29-03-2009 00:00, 250.066, 48.76287
30-03-2009 00:00, 235.332, 45.88974
31-03-2009 00:00, 98.784, 19.26288
01-04-2009 00:00, 173.116, 33.75762
02-04-2009 00:00, 289.75, 56.50125
03-04-2009 00:00, 259.222, 50.54829
04-04-2009 00:00, 266.916, 52.04862
05-04-2009 00:00, 261.418, 50.97651
06-04-2009 00:00, 234.356, 45.69942
07-04-2009 00:00, 121.395, 23.672025
08-04-2009 00:00, 195.666, 38.15487
09-04-2009 00:00, 154.373, 30.102735
11-12-2008 00:00, 157.028, 30.62046
12-12-2008 00:00, 175.111, 34.146645
13-12-2008 00:00, 199.631, 38.928045
14-12-2008 00:00, 178.373, 34.782735
15-12-2008 00:00, 92.088, 17.95716
16-12-2008 00:00, 211.516, 41.24562
17-12-2008 00:00, 172.972, 33.72954
18-12-2008 00:00, 231.577, 45.157515
19-12-2008 00:00, 207.75, 40.51125
20-12-2008 00:00, 130.548, 25.45686
21-12-2008 00:00, 203.341, 39.651495
22-12-2008 00:00, 224.694, 43.81533
23-12-2008 00:00, 168.715, 32.899425
24-12-2008 00:00, 134.447, 26.217165
25-12-2008 00:00, 205.228, 40.01946
26-12-2008 00:00, 222.785, 43.443075
27-12-2008 00:00, 154.498, 30.12711
28-12-2008 00:00, 212.298, 41.39811
29-12-2008 00:00, 77.357, 15.084615
30-12-2008 00:00, 146.508, 28.56906
31-12-2008 00:00, 214.241, 41.776995
01-01-2009 00:00, 242.655, 47.317725
02-01-2009 00:00, 118.608, 23.12856
03-01-2009 00:00, 109.134, 21.28113
04-01-2009 00:00, 231.055, 45.055725
05-01-2009 00:00, 212.49, 41.43555
06-01-2009 00:00, 206.275, 40.223625
07-01-2009 00:00, 238.051, 46.419945
08-01-2009 00:00, 228.96, 44.6472
09-01-2009 00:00, 180.573, 35.211735
10-01-2009 00:00, 78.829, 15.371655
11-01-2009 00:00, 116.428, 22.70346
12-01-2009 00:00, 218.907, 42.686865
13-01-2009 00:00, 163.293, 31.842135
14-01-2009 00:00, 188.625, 36.781875
15-01-2009 00:00, 227.588, 44.37966
16-01-2009 00:00, 201.753, 39.341835
17-01-2009 00:00, 182.011, 35.492145
18-01-2009 00:00, 169.633, 33.078435
19-01-2009 00:00, 167.215, 32.606925
20-01-2009 00:00, 160.327, 31.263765
21-01-2009 00:00, 200.029, 39.005655
22-01-2009 00:00, 193.56, 37.7442
23-01-2009 00:00, 210.326, 41.01357
24-01-2009 00:00, 243.661, 47.513895
25-01-2009 00:00, 232.168, 45.27276
26-01-2009 00:00, 63.898, 12.46011
27-01-2009 00:00, 115.782, 22.57749
28-01-2009 00:00, 194.878, 38.00121
29-01-2009 00:00, 222.033, 43.296435
30-01-2009 00:00, 147.187, 28.701465
31-01-2009 00:00, 173.534, 33.83913
01-02-2009 00:00, 159.223, 31.048485
02-02-2009 00:00, 183.244, 35.73258
03-02-2009 00:00, 182.111, 35.511645
04-02-2009 00:00, 156.333, 30.484935
05-02-2009 00:00, 173.387, 33.810465
06-02-2009 00:00, 188.657, 36.788115
07-02-2009 00:00, 216.842, 42.28419
08-02-2009 00:00, 201.782, 39.34749
10-04-2009 00:00, 242.185, 47.226075
11-04-2009 00:00, 194.296, 37.88772
12-04-2009 00:00, 177.038, 34.52241
13-04-2009 00:00, 165.509, 32.274255
14-04-2009 00:00, 201.203, 39.234585
15-04-2009 00:00, 212.847, 41.505165
16-04-2009 00:00, 184.792, 36.03444
17-04-2009 00:00, 158.097, 30.828915
18-04-2009 00:00, 191.619, 37.365705
19-04-2009 00:00, 131.296, 25.60272
20-04-2009 00:00, 35.779, 6.976905
21-04-2009 00:00, 161.714, 31.53423
22-04-2009 00:00, 222.844, 43.45458
23-04-2009 00:00, 164.289, 32.036355
24-04-2009 00:00, 138.317, 26.971815
25-04-2009 00:00, 71.437, 13.930215
26-04-2009 00:00, 70.376, 13.72332
27-04-2009 00:00, 114.22, 22.2729
28-04-2009 00:00, 118.477, 23.103015
29-04-2009 00:00, 104.5795, 20.3930025
30-04-2009 00:00, 138.2195, 26.9528025
01-05-2009 00:00, 181.839, 35.458605
02-05-2009 00:00, 71.758, 13.99281
03-05-2009 00:00, 219.705, 42.842475
04-05-2009 00:00, 211.75, 41.29125
05-05-2009 00:00, 161.877, 31.566015
06-05-2009 00:00, 126.4195, 24.6518025
07-05-2009 00:00, 155.8075, 30.3824625
08-05-2009 00:00, 34.799, 6.785805
09-05-2009 00:00, 182.848, 35.65536
10-05-2009 00:00, 110.674, 21.58143
11-05-2009 00:00, 81.5725, 15.9066375
12-05-2009 00:00, 124.906, 24.35667
13-05-2009 00:00, 163.2585, 31.8354075
14-05-2009 00:00, 168.448, 32.84736
15-05-2009 00:00, 132.441, 25.825995
16-05-2009 00:00, 110.782, 21.60249
17-05-2009 00:00, 107.2655, 20.9167725
18-05-2009 00:00, 99.011, 19.307145
19-05-2009 00:00, 141.1565, 27.5255175
20-05-2009 00:00, 122.8465, 23.9550675
21-05-2009 00:00, 162.667, 31.720065
22-05-2009 00:00, 89.264, 17.40648
23-05-2009 00:00, 142.685, 27.823575
24-05-2009 00:00, 70.517, 13.750815
25-05-2009 00:00, 70.449, 13.737555
26-05-2009 00:00, 55.274, 10.77843
27-05-2009 00:00, 108.065, 21.072675
28-05-2009 00:00, 176.281, 34.374795
29-05-2009 00:00, 132.295, 25.797525
30-05-2009 00:00, 45.055, 8.785725
31-05-2009 00:00, 120.6045, 23.5178775
01-06-2009 00:00, 155.342, 30.29169
02-06-2009 00:00, 190.6025, 37.1674875
03-06-2009 00:00, 172.389, 33.615855
04-06-2009 00:00, 189.1305, 36.8804475
05-06-2009 00:00, 145.832, 28.43724
06-06-2009 00:00, 147.392, 28.74144
07-06-2009 00:00, 172.809, 33.697755
08-06-2009 00:00, 121.2055, 23.6350725
07-10-2009 00:00, 290.7775, 56.7016125
08-10-2009 00:00, 158.3075, 30.8699625
09-10-2009 00:00, 73.1865, 14.2713675
10-10-2009 00:00, 184.5365, 35.9846175
11-10-2009 00:00, 349.0475, 68.0642625
12-10-2009 00:00, 274.5835, 53.5437825
13-10-2009 00:00, 264.7395, 51.6242025
14-10-2009 00:00, 134.742, 26.27469
15-10-2009 00:00, 122.8805, 23.9616975
16-10-2009 00:00, 276.6745, 53.9515275
17-10-2009 00:00, 231.144, 45.07308
18-10-2009 00:00, 233.972, 45.62454
19-10-2009 00:00, 380.3135, 74.1611325
20-10-2009 00:00, 284.533, 55.483935
21-10-2009 00:00, 378.9945, 73.9039275
22-10-2009 00:00, 144.3815, 28.1543925
23-10-2009 00:00, 366.5585, 71.4789075
24-10-2009 00:00, 433.459, 84.524505
25-10-2009 00:00, 397.3895, 77.4909525
26-10-2009 00:00, 324.268, 63.23226
27-10-2009 00:00, 214.4715, 41.8219425
28-10-2009 00:00, 411.385, 80.220075
29-10-2009 00:00, 393.395, 76.712025
30-10-2009 00:00, 340.86, 66.4677
31-10-2009 00:00, 388.079, 75.675405
01-11-2009 00:00, 459.7265, 89.6466675
02-11-2009 00:00, 298.3165, 58.1717175
03-11-2009 00:00, 319.2655, 62.2567725
04-11-2009 00:00, 344.451, 67.167945
05-11-2009 00:00, 258.108, 50.33106
06-11-2009 00:00, 509.0555, 99.2658225
07-11-2009 00:00, 463.8535, 90.4514325
08-11-2009 00:00, 432.4865, 84.3348675
09-11-2009 00:00, 201.954, 39.38103
10-11-2009 00:00, 468.3765, 91.3334175
11-11-2009 00:00, 211.726, 41.28657
12-11-2009 00:00, 483.7345, 94.3282275
13-11-2009 00:00, 379.4455, 73.9918725
14-11-2009 00:00, 422.211, 82.331145
15-11-2009 00:00, 249.4455, 48.6418725
16-11-2009 00:00, 468.691, 91.394745
17-11-2009 00:00, 416.0285, 81.1255575
18-11-2009 00:00, 223.2535, 43.5344325
19-11-2009 00:00, 403.012, 78.58734
20-11-2009 00:00, 377.8325, 73.6773375
21-11-2009 00:00, 231.649, 45.171555
22-11-2009 00:00, 214.0885, 41.7472575
23-11-2009 00:00, 333.454, 65.02353
24-11-2009 00:00, 344.29, 67.13655
25-11-2009 00:00, 579.3055, 112.9645725
26-11-2009 00:00, 499.2135, 97.3466325
27-11-2009 00:00, 513.139, 100.062105
28-11-2009 00:00, 163.556, 31.89342
29-11-2009 00:00, 431.0965, 84.0638175
30-11-2009 00:00, 116.8375, 22.7833125
01-12-2009 00:00, 242.067, 47.203065
02-12-2009 00:00, 172.3515, 33.6085425
03-12-2009 00:00, 262.8945, 51.2644275
04-12-2009 00:00, 246.955, 48.156225
05-12-2009 00:00, 403.154, 78.61503
09-06-2009 00:00, 52.9325, 10.3218375
10-06-2009 00:00, 61.0355, 11.9019225
11-06-2009 00:00, 98.419, 19.191705
12-06-2009 00:00, 18.9005, 3.6855975
13-06-2009 00:00, 106.024, 20.67468
14-06-2009 00:00, 109.242, 21.30219
15-06-2009 00:00, 127.206, 24.80517
16-06-2009 00:00, 107.6345, 20.9887275
17-06-2009 00:00, 165.025, 32.179875
18-06-2009 00:00, 186.5785, 36.3828075
19-06-2009 00:00, 188.04, 36.6678
20-06-2009 00:00, 149.219, 29.097705
21-06-2009 00:00, 155.9265, 30.4056675
22-06-2009 00:00, 139.184, 27.14088
23-06-2009 00:00, 175.97, 34.31415
24-06-2009 00:00, 145.4245, 28.3577775
25-06-2009 00:00, 113.912, 22.21284
26-06-2009 00:00, 24.9005, 4.8555975
27-06-2009 00:00, 46.2075, 9.0104625
28-06-2009 00:00, 13.6165, 2.6552175
29-06-2009 00:00, 33.2925, 6.4920375
30-06-2009 00:00, 66.049, 12.879555
01-07-2009 00:00, 128.8885, 25.1332575
02-07-2009 00:00, 157.6295, 30.7377525
03-07-2009 00:00, 160.71, 31.33845
04-07-2009 00:00, 68.3635, 13.3308825
05-07-2009 00:00, 95.4585, 18.6144075
06-07-2009 00:00, 105.9635, 20.6628825
07-07-2009 00:00, 150.9295, 29.4312525
08-07-2009 00:00, 87.8315, 17.1271425
09-07-2009 00:00, 157.4785, 30.7083075
10-07-2009 00:00, 144.2965, 28.1378175
11-07-2009 00:00, 48.2295, 9.4047525
12-07-2009 00:00, 57.3585, 11.1849075
13-07-2009 00:00, 140.9035, 27.4761825
14-07-2009 00:00, 67.098, 13.08411
15-07-2009 00:00, 85.116, 16.59762
16-07-2009 00:00, 88.53, 17.26335
17-07-2009 00:00, 52.557, 10.248615
18-07-2009 00:00, 109.175, 21.289125
19-07-2009 00:00, 151.0945, 29.4634275
20-07-2009 00:00, 181.348, 35.36286
21-07-2009 00:00, 118.561, 23.119395
22-07-2009 00:00, 163.761, 31.933395
23-07-2009 00:00, 71.4275, 13.9283625
24-07-2009 00:00, 123.012, 23.98734
25-07-2009 00:00, 216.8345, 42.2827275
26-07-2009 00:00, 206.886, 40.34277
27-07-2009 00:00, 186.133, 36.295935
28-07-2009 00:00, 133.4245, 26.0177775
29-07-2009 00:00, 112.375, 21.913125
30-07-2009 00:00, 165.284, 32.23038
31-07-2009 00:00, 155.2785, 30.2793075
01-08-2009 00:00, 82.481, 16.083795
02-08-2009 00:00, 164.0385, 31.9875075
03-08-2009 00:00, 198.022, 38.61429
04-08-2009 00:00, 165.5705, 32.2862475
05-08-2009 00:00, 209.2955, 40.8126225
06-08-2009 00:00, 233.2925, 45.4920375
07-08-2009 00:00, 248.777, 48.511515
08-08-2009 00:00, 27.5095, 5.3643525
09-08-2009 00:00, 20.1025, 3.9199875
10-08-2009 00:00, 148.365, 28.931175
11-08-2009 00:00, 211.9825, 41.3365875
12-08-2009 00:00, 160.191, 31.237245
13-08-2009 00:00, 137.398, 26.79261
14-08-2009 00:00, 100.878, 19.67121
15-08-2009 00:00, 104.5405, 20.3853975
16-08-2009 00:00, 77.699, 15.151305
17-08-2009 00:00, 186.6885, 36.4042575
18-08-2009 00:00, 179.399, 34.982805
19-08-2009 00:00, 140.105, 27.320475
20-08-2009 00:00, 156.4305, 30.5039475
21-08-2009 00:00, 219.3015, 42.7637925
22-08-2009 00:00, 231.8295, 45.2067525
23-08-2009 00:00, 158.0115, 30.8122425
24-08-2009 00:00, 178.9795, 34.9010025
25-08-2009 00:00, 90.3515, 17.6185425
26-08-2009 00:00, 221.726, 43.23657
27-08-2009 00:00, 241.7015, 47.1317925
28-08-2009 00:00, 256.261, 49.970895
29-08-2009 00:00, 217.8235, 42.4755825
30-08-2009 00:00, 115.662, 22.55409
31-08-2009 00:00, 218.1915, 42.5473425
01-09-2009 00:00, 229.721, 44.795595
02-09-2009 00:00, 298.0805, 58.1256975
03-09-2009 00:00, 271.525, 52.947375
04-09-2009 00:00, 280.3475, 54.6677625
05-09-2009 00:00, 332.126, 64.76457
06-09-2009 00:00, 323.467, 63.076065
07-09-2009 00:00, 331.862, 64.71309
08-09-2009 00:00, 303.2605, 59.1357975
09-09-2009 00:00, 286.2125, 55.8114375
10-09-2009 00:00, 211.109, 41.166255
11-09-2009 00:00, 96.019, 18.723705
12-09-2009 00:00, 116.746, 22.76547
13-09-2009 00:00, 274.4875, 53.5250625
14-09-2009 00:00, 262.462, 51.18009
15-09-2009 00:00, 235.0975, 45.8440125
16-09-2009 00:00, 279.9205, 54.5844975
17-09-2009 00:00, 234.9485, 45.8149575
18-09-2009 00:00, 216.796, 42.27522
19-09-2009 00:00, 115.8705, 22.5947475
20-09-2009 00:00, 310.242, 60.49719
21-09-2009 00:00, 287.719, 56.105205
22-09-2009 00:00, 267.7515, 52.2115425
23-09-2009 00:00, 105.9425, 20.6587875
24-09-2009 00:00, 43.6605, 8.5137975
25-09-2009 00:00, 219.3155, 42.7665225
26-09-2009 00:00, 234.5805, 45.7431975
27-09-2009 00:00, 275.908, 53.80206
28-09-2009 00:00, 130.6185, 25.4706075
29-09-2009 00:00, 200.7, 39.1365
30-09-2009 00:00, 189.6525, 36.9822375
01-10-2009 00:00, 269.9985, 52.6497075
02-10-2009 00:00, 179.5765, 35.0174175
03-10-2009 00:00, 242.276, 47.24382
04-10-2009 00:00, 73.032, 14.24124
05-10-2009 00:00, 127.634, 24.88863
06-10-2009 00:00, 248.673, 48.491235
05-04-2010 00:00, 326.816, 63.72912
06-04-2010 00:00, 152.842, 29.80419
07-04-2010 00:00, 281.986, 54.98727
08-04-2010 00:00, 288.3835, 56.2347825
09-04-2010 00:00, 360.573, 70.311735
10-04-2010 00:00, 353.8295, 68.9967525
11-04-2010 00:00, 330.2975, 64.4080125
12-04-2010 00:00, 283.668, 55.31526
13-04-2010 00:00, 215, 41.925
14-04-2010 00:00, 263.945864202775, 51.469443519541
15-04-2010 00:00, 238.196949192995, 46.4484050926339
16-04-2010 00:00, 265.895014472456, 51.8495278221289
17-04-2010 00:00, 219.28554827381, 42.7606819133928
18-04-2010 00:00, 271.058108613782, 52.8563311796875
19-04-2010 00:00, 235.365263640873, 45.8962264099702
20-04-2010 00:00, 259.262994287246, 50.5562838860129
21-04-2010 00:00, 205.227581025186, 40.0193782999112
22-04-2010 00:00, 198.02030479243, 38.6139594345238
23-04-2010 00:00, 193.03868094358, 37.6425427839982
24-04-2010 00:00, 225.189327934469, 43.9119189472215
25-04-2010 00:00, 219.577434092643, 42.8175996480655
26-04-2010 00:00, 180.984756200397, 35.2920274590774
27-04-2010 00:00, 92.3948370873918, 18.0169932320414
28-04-2010 00:00, 161.70881375528, 31.5332186822797
29-04-2010 00:00, 249.68846689557, 48.6892510446361
30-04-2010 00:00, 210.167090525794, 40.9825826525298
01-05-2010 00:00, 201.599075056046, 39.311819635929
02-05-2010 00:00, 272.333833354135, 53.1050975040563
03-05-2010 00:00, 142.03311158725, 27.6964567595137
04-05-2010 00:00, 268.154266229505, 52.2900819147536
05-05-2010 00:00, 301.290841821733, 58.7517141552379
06-05-2010 00:00, 237.756961543262, 46.3626075009361
07-05-2010 00:00, 165.02217632072, 32.1793243825405
08-05-2010 00:00, 103.362564001533, 20.1556999802989
09-05-2010 00:00, 133.810427067798, 26.0930332782207
10-05-2010 00:00, 257.064625148713, 50.1276019039989
11-05-2010 00:00, 206.06796039202, 40.1832522764439
12-05-2010 00:00, 95.0727027097902, 18.5391770284091
13-05-2010 00:00, 168.315162384643, 32.8214566650054
14-05-2010 00:00, 233.346304241226, 45.5025293270391
15-05-2010 00:00, 156.891025859016, 30.5937500425082
16-05-2010 00:00, 142.648662349283, 27.8164891581101
17-05-2010 00:00, 214.280009483745, 41.7846018493304
18-05-2010 00:00, 162.411166943296, 31.6701775539427
19-05-2010 00:00, 176.907287629939, 34.4969210878381
20-05-2010 00:00, 111.759537021396, 21.7931097191723
21-05-2010 00:00, 41.7141217561001, 8.13425374243952
22-05-2010 00:00, 241.547371990741, 47.1017375381944
23-05-2010 00:00, 55.3578945217611, 10.7947894317434
24-05-2010 00:00, 28.3134193946624, 5.52111678195918
25-05-2010 00:00, 134.294465767733, 26.187420824708
26-05-2010 00:00, 123.152135515437, 24.0146664255102
27-05-2010 00:00, 96.2722351376395, 18.7730858518397
28-05-2010 00:00, 109.225791197344, 21.2990292834821
29-05-2010 00:00, 124.728030322802, 24.3219659129464
30-05-2010 00:00, 207.109090625, 40.386272671875
31-05-2010 00:00, 145.054937024689, 28.2857127198143
01-06-2010 00:00, 33.7905095279466, 6.58914935794958
02-06-2010 00:00, 127.988989302885, 24.9578529140625
03-06-2010 00:00, 160.99016625, 31.39308241875
04-06-2010 00:00, 247.846291293891, 48.3300268023088
05-06-2010 00:00, 165.708322278226, 32.313122844254
06-06-2010 00:00, 27.9807689289306, 5.45624994114147
07-06-2010 00:00, 116.204987187922, 22.6599725016447
08-06-2010 00:00, 113.186147457735, 22.0712987542584
09-06-2010 00:00, 221.217002477512, 43.1373154831149
10-06-2010 00:00, 138.894447355769, 27.084417234375
11-06-2010 00:00, 87.0605, 16.9767975
12-06-2010 00:00, 125.772, 24.52554
13-06-2010 00:00, 106.8125, 20.8284375
14-06-2010 00:00, 157.584, 30.72888
15-06-2010 00:00, 177.2155, 34.5570225
16-06-2010 00:00, 206.6085, 40.2886575
17-06-2010 00:00, 137.2015, 26.7542925
18-06-2010 00:00, 114.967, 22.418565
19-06-2010 00:00, 93.4645, 18.2255775
20-06-2010 00:00, 54.838, 10.69341
21-06-2010 00:00, 152.963, 29.827785
22-06-2010 00:00, 172.901, 33.715695
23-06-2010 00:00, 135.295971263303, 26.3827143963441
24-06-2010 00:00, 79.0153600040226, 15.4079952007844
25-06-2010 00:00, 56.9037971171993, 11.0962404378539
26-06-2010 00:00, 80.2240632614633, 15.6436923359853
27-06-2010 00:00, 98.6600793471548, 19.2387154726952
28-06-2010 00:00, 94.886554382685, 18.5028781046236
29-06-2010 00:00, 138.081566055519, 26.9259053808263
30-06-2010 00:00, 133.317099718082, 25.996834445026
01-07-2010 00:00, 189.241028794441, 36.9020006149161
02-07-2010 00:00, 182.784740815249, 35.6430244589735
03-07-2010 00:00, 173.302890690512, 33.7940636846498
04-07-2010 00:00, 110.283083405952, 21.5052012641606
05-07-2010 00:00, 55.7415316584779, 10.8695986734032
06-07-2010 00:00, 82.85811248843, 16.1573319352439
07-07-2010 00:00, 123.353131637787, 24.0538606693684
08-07-2010 00:00, 146.404002696276, 28.5487805257738
09-07-2010 00:00, 174.451526858929, 34.0180477374912
10-07-2010 00:00, 200.40772585038, 39.079506540824
11-07-2010 00:00, 208.991390794451, 40.753321204918
12-07-2010 00:00, 228.725050355002, 44.6013848192253
13-07-2010 00:00, 218.2611058038, 42.5609156317411
14-07-2010 00:00, 181.848299334222, 35.4604183701734
15-07-2010 00:00, 210.897166882074, 41.1249475420045
16-07-2010 00:00, 75.790881640603, 14.7792219199176
17-07-2010 00:00, 98.2545040562437, 19.1596282909675
18-07-2010 00:00, 185.876403650714, 36.2458987118892
19-07-2010 00:00, 127.293105514053, 24.8221555752404
20-07-2010 00:00, 132.648231731258, 25.8664051875953
21-07-2010 00:00, 56.1580709933579, 10.9508238437048
22-07-2010 00:00, 79.7589349403009, 15.5529923133587
23-07-2010 00:00, 95.4886141472869, 18.6202797587209
24-07-2010 00:00, 214.934252629856, 41.9121792628218
25-07-2010 00:00, 224.423928103691, 43.7626659802198
26-07-2010 00:00, 170.684756426496, 33.2835275031667
27-07-2010 00:00, 142.873943641701, 27.8604190101317
28-07-2010 00:00, 214.184584716568, 41.7659940197307
29-07-2010 00:00, 176.824186310939, 34.4807163306332
30-07-2010 00:00, 261.642207044216, 51.0202303736222
31-07-2010 00:00, 212.01135444867, 41.3422141174907
01-08-2010 00:00, 42.5999264931943, 8.30698566617289
02-08-2010 00:00, 193.73074687848, 37.7774956413036
06-12-2009 00:00, 389.3505, 75.9233475
07-12-2009 00:00, 499.5055, 97.4035725
08-12-2009 00:00, 514.6895, 100.3644525
09-12-2009 00:00, 488.083, 95.176185
10-12-2009 00:00, 419.8865, 81.8778675
11-12-2009 00:00, 284.4025, 55.4584875
12-12-2009 00:00, 343.1555, 66.9153225
13-12-2009 00:00, 394.682, 76.96299
14-12-2009 00:00, 486.1805, 94.8051975
15-12-2009 00:00, 469.2315, 91.5001425
16-12-2009 00:00, 489.532, 95.45874
17-12-2009 00:00, 518.824, 101.17068
18-12-2009 00:00, 450.889, 87.923355
19-12-2009 00:00, 360.268, 70.25226
20-12-2009 00:00, 442.7715, 86.3404425
21-12-2009 00:00, 468.214, 91.30173
22-12-2009 00:00, 467.4375, 91.1503125
23-12-2009 00:00, 411.242, 80.19219
24-12-2009 00:00, 462.26, 90.1407
25-12-2009 00:00, 465.4775, 90.7681125
26-12-2009 00:00, 392.062, 76.45209
27-12-2009 00:00, 308.159, 60.091005
28-12-2009 00:00, 280.717, 54.739815
29-12-2009 00:00, 196.675, 38.351625
30-12-2009 00:00, 436.203, 85.059585
31-12-2009 00:00, 453.0145, 88.3378275
01-01-2010 00:00, 483.0335, 94.1915325
02-01-2010 00:00, 327.804, 63.92178
03-01-2010 00:00, 347.363, 67.735785
04-01-2010 00:00, 373.009, 72.736755
05-01-2010 00:00, 452.76, 88.2882
06-01-2010 00:00, 464.072, 90.49404
07-01-2010 00:00, 356.4855, 69.5146725
08-01-2010 00:00, 418.0715, 81.5239425
09-01-2010 00:00, 476.3205, 92.8824975
10-01-2010 00:00, 367.918, 71.74401
11-01-2010 00:00, 414.8835, 80.9022825
12-01-2010 00:00, 365.6525, 71.3022375
13-01-2010 00:00, 306.089, 59.687355
14-01-2010 00:00, 487.845, 95.129775
15-01-2010 00:00, 327.568, 63.87576
16-01-2010 00:00, 283.338, 55.25091
17-01-2010 00:00, 299.9035, 58.4811825
18-01-2010 00:00, 327.215, 63.806925
19-01-2010 00:00, 451.5705, 88.0562475
20-01-2010 00:00, 334.9085, 65.3071575
21-01-2010 00:00, 217.58, 42.4281
22-01-2010 00:00, 304.494, 59.37633
23-01-2010 00:00, 232.852, 45.40614
24-01-2010 00:00, 264.004, 51.48078
25-01-2010 00:00, 322.9305, 62.9714475
26-01-2010 00:00, 369.034, 71.96163
27-01-2010 00:00, 422.187, 82.326465
28-01-2010 00:00, 409.128, 79.77996
29-01-2010 00:00, 456.704, 89.05728
30-01-2010 00:00, 429.975, 83.845125
31-01-2010 00:00, 155.0905, 30.2426475
01-02-2010 00:00, 243.747, 47.530665
02-02-2010 00:00, 325.7775, 63.5266125
03-02-2010 00:00, 382.2355, 74.5359225
04-02-2010 00:00, 407.452, 79.45314
05-02-2010 00:00, 345.1955, 67.3131225
06-02-2010 00:00, 385.247, 75.123165
07-02-2010 00:00, 352.051, 68.649945
08-02-2010 00:00, 358.642, 69.93519
09-02-2010 00:00, 384.3695, 74.9520525
10-02-2010 00:00, 282.8055, 55.1470725
11-02-2010 00:00, 272.728, 53.18196
12-02-2010 00:00, 280.4795, 54.6935025
13-02-2010 00:00, 248.2075, 48.4004625
14-02-2010 00:00, 340.323, 66.362985
15-02-2010 00:00, 244.3465, 47.6475675
16-02-2010 00:00, 234.774, 45.78093
17-02-2010 00:00, 184.313, 35.941035
18-02-2010 00:00, 92.2675, 17.9921625
19-02-2010 00:00, 41.755, 8.142225
20-02-2010 00:00, 407.5565, 79.4735175
21-02-2010 00:00, 427.21, 83.30595
22-02-2010 00:00, 401.037, 78.202215
23-02-2010 00:00, 353.582, 68.94849
24-02-2010 00:00, 395.5865, 77.1393675
25-02-2010 00:00, 250.651, 48.876945
26-02-2010 00:00, 354.929, 69.211155
27-02-2010 00:00, 414.484, 80.82438
28-02-2010 00:00, 395.711, 77.163645
01-03-2010 00:00, 360.2265, 70.2441675
02-03-2010 00:00, 205.145, 40.003275
03-03-2010 00:00, 342.557, 66.798615
04-03-2010 00:00, 406.6945, 79.3054275
05-03-2010 00:00, 423.7545, 82.6321275
